Timestamp;HEX1_Ta_inlet (degC (Ave));HEX1_Ta_outlet (degC (Ave));HEX1_v_outlet (m/s)
23/05/2024 05:25;13.3611636;17.7657936;0.7347594
23/05/2024 05:30;13.3708;17.717622;0.703561
23/05/2024 05:45;13.3335455;17.697616;0.72071825
23/05/2024 05:50;13.4130824;17.6794836;0.7270778
23/05/2024 05:55;13.4621544;17.6749752;0.717283
23/05/2024 06:00;13.475884;17.630138;0.720252
23/05/2024 06:15;13.5104715;17.6605835;0.709167
23/05/2024 06:20;13.548796;17.6322328;0.7147328
23/05/2024 06:25;13.5980016;17.6049076;0.714806
23/05/2024 06:30;13.723098;17.629286;0.708859
23/05/2024 06:45;14.4290145;17.5815795;0.716991
23/05/2024 06:50;14.5851176;17.6294856;0.7155346
23/05/2024 06:55;14.62459;17.6241608;0.715329
23/05/2024 07:00;14.15332;17.582486;0.707627
23/05/2024 07:15;14.92887;17.648987;0.712201
23/05/2024 07:20;15.0257808;17.6833216;0.7161412
23/05/2024 07:25;15.1265776;17.6829788;0.7116398
23/05/2024 07:30;15.103324;17.679368;0.713513
23/05/2024 07:45;15.301686;17.8482475;0.71214075
23/05/2024 07:50;15.3863088;17.8180664;0.711693
23/05/2024 07:55;15.7623576;17.854928;0.7020852
23/05/2024 08:00;15.702736;17.851154;0.708041
23/05/2024 08:15;15.854859;18.0008315;0.7008855
23/05/2024 08:20;15.9664924;17.996102;0.7013386
23/05/2024 08:25;16.0617764;18.0788496;0.7158296
23/05/2024 08:30;16.254258;18.088586;0.680473
23/05/2024 08:45;17.1900095;18.2413305;0.69794375
23/05/2024 08:50;17.2166584;18.2881048;0.69557
23/05/2024 08:55;19.5711848;18.3244636;0.7011348
23/05/2024 09:00;19.500802;18.393562;0.710217
23/05/2024 09:15;19.1220025;18.705465;0.6934375
23/05/2024 09:20;20.7728824;18.79503;0.6975708
23/05/2024 09:25;19.9175084;18.8976204;0.6954056
23/05/2024 09:30;22.25224;18.944294;0.711505
23/05/2024 09:45;20.8953265;19.32579;0.69927775
23/05/2024 09:50;21.2557472;19.409154;0.6931318
23/05/2024 09:55;21.9349008;19.521612;0.6842234
23/05/2024 10:00;22.39272;19.581726;0.676667
23/05/2024 10:15;23.04626;19.87653;0.68440125
23/05/2024 10:20;22.1711084;19.938056;0.6984692
23/05/2024 10:25;22.8669016;20.02729;0.6888868
23/05/2024 10:30;20.964974;20.112656;0.689282
23/05/2024 10:45;19.1446785;20.3509035;0.728076
23/05/2024 10:50;19.550674;20.3990052;0.7183822
23/05/2024 10:55;21.6791064;20.4457848;0.7057976
23/05/2024 11:00;19.289268;20.474246;0.759409
23/05/2024 11:15;22.282696;20.6592245;0.6941135
23/05/2024 11:20;22.5781556;20.7372868;0.6536442
23/05/2024 11:25;21.2940036;20.8260904;0.6622696
23/05/2024 11:30;20.489152;20.859428;0.660667
23/05/2024 11:45;19.796276;21.0138995;0.6624615
23/05/2024 11:50;20.2950716;21.0673688;0.6888596
23/05/2024 11:55;19.0063096;21.1027;0.6869244
23/05/2024 12:00;18.42268;21.149636;0.657213
23/05/2024 12:15;16.735933;21.1566605;0.6988465
23/05/2024 12:20;16.2589712;21.1240044;0.6954794
23/05/2024 12:25;16.097588;21.0882892;0.6981516
23/05/2024 12:30;16.065872;20.98219;0.704469
23/05/2024 12:45;15.2008315;21.0299915;0.697827
23/05/2024 12:50;15.0118936;21.0295428;0.705446
23/05/2024 12:55;14.9620548;21.005414;0.7077774
23/05/2024 13:00;14.936756;21.018462;0.700764
23/05/2024 13:15;14.8538165;20.937008;0.7078425
23/05/2024 13:20;14.8699608;20.8705468;0.7071648
