Timestamp;TZ;HEX1_Ta_inlet (degC (Ave));HEX1_Ta_outlet (degC (Ave));HEX1_v_outlet (m/s)
24/06/2024 07:30;;17.037686;17.18454;0.584658
24/06/2024 07:45;;17.0997615;17.1748645;0.59314975
24/06/2024 07:50;;17.2652148;17.1697824;0.5921336
24/06/2024 07:55;;17.2458004;17.2341332;0.583493
24/06/2024 08:00;;17.16811;17.299132;0.582386
24/06/2024 08:15;;17.275945;17.3829115;0.60205225
24/06/2024 08:20;;17.1658196;17.3765588;0.588815
24/06/2024 08:25;;17.052408;17.3931772;0.6019882
24/06/2024 08:30;;17.052966;17.450366;0.618413
24/06/2024 08:45;;16.8371625;17.499481;0.58412575
24/06/2024 08:50;;16.7052716;17.471058;0.610609
24/06/2024 08:55;;16.7260724;17.3868096;0.5916312
24/06/2024 09:00;;16.631482;17.452794;0.591532
24/06/2024 09:15;;16.574673;17.3434685;0.60268525
24/06/2024 09:20;;16.693206;17.3335708;0.5959628
24/06/2024 09:25;;16.4929076;17.357126;0.5858602
24/06/2024 09:30;;16.18076;17.408512;0.593407
24/06/2024 09:45;;17.106081;17.3546335;0.60201075
24/06/2024 09:50;;17.0051756;17.327232;0.6037908
24/06/2024 09:55;;17.1777868;17.4266988;0.587695
24/06/2024 10:00;;16.686958;17.29522;0.603484
24/06/2024 10:15;;17.0909625;17.427129;0.5885645
24/06/2024 10:20;;16.7826112;17.4390512;0.5966308
24/06/2024 10:25;;16.64582;17.4350704;0.5880574
24/06/2024 10:30;;16.58996;17.38422;0.573739
24/06/2024 10:45;;16.283203;17.529579;0.58302475
24/06/2024 10:50;;17.4495948;17.5551036;0.585905
24/06/2024 10:55;;17.4904528;17.5788188;0.5812814
24/06/2024 11:00;;17.314722;17.467654;0.626581
24/06/2024 11:15;;18.553128;17.586148;0.612609
24/06/2024 11:20;;18.4663668;17.625534;0.5972998
24/06/2024 11:25;;18.7679836;17.6659468;0.5817432
24/06/2024 11:30;;18.491616;17.759152;0.60454
24/06/2024 11:45;;18.486699;17.780944;0.5788005
24/06/2024 11:50;;18.3303944;17.8329876;0.5861086
